Date,2BRS_TIT_030A,2BRS_TIT_030B,2BRS_PDIT_030,2BRS_FIT_030,6BRS_PIT_015,SYR13_PIT_001
4/25/2018 1:00,105.72,99.46,1.5,1243.3,40.36,32.17
4/25/2018 2:00,105.77,99.59,1.5,1253.11,40.36,32.15
4/25/2018 3:00,105.7,99.48,1.5,1244.99,40.28,32.1
4/25/2018 4:00,105.75,99.46,1.5,1245.53,40.27,32.11
4/25/2018 5:00,105.82,99.48,1.5,1247.51,40.29,32.12
4/25/2018 6:00,105.78,99.46,1.5,1247.37,40.34,32.17
4/25/2018 7:00,105.84,99.23,1.5,1249.05,40.47,32.26
4/25/2018 8:00,105.81,99.23,1.5,1246.69,40.46,32.25
4/25/2018 9:00,105.82,99.3,1.5,1245.35,40.57,32.31
4/25/2018 10:00,105.86,99.34,1.5,1250.21,40.63,32.36
4/25/2018 11:00,106.07,99.54,1.5,1244.73,40.61,32.37
4/25/2018 12:00,105.96,99.46,1.5,1252.71,40.84,32.55
4/25/2018 13:00,105.99,99.5,1.5,1248.37,40.88,32.6
4/25/2018 14:00,105.91,99.44,1.5,1241.89,40.85,32.71
4/25/2018 15:00,105.91,99.57,1.5,1243.34,40.34,32.69
4/25/2018 16:00,105.89,100.18,1.5,1247.86,40.57,32.86
4/25/2018 17:00,105.87,100.31,1.5,1259.58,40.56,33.03
4/25/2018 18:00,105.9,99.66,1.5,1256.12,40.53,33.16
4/25/2018 19:00,105.87,99.34,1.5,1250.27,40.51,33.15
4/25/2018 20:00,105.93,99.14,1.5,1246.02,40.45,33.12
4/25/2018 21:00,105.82,99.13,1.5,1247.1,40.38,33.08
4/25/2018 22:00,105.94,99.18,1.5,1252.47,40.31,33.01
4/25/2018 23:00,105.85,99.07,1.5,1249.42,40.52,33.2
4/26/2018 0:00,105.9,99.06,1.5,1249.64,40.62,33.34
4/26/2018 1:00,105.9,99.34,1.5,1249.38,40.66,33.41
4/26/2018 2:00,105.86,99.41,1.5,1245.25,40.63,33.41
4/26/2018 3:00,105.95,99.47,1.5,1246.01,40.61,33.41
4/26/2018 4:00,105.89,99.4,1.5,1247.9,40.7,33.48
4/26/2018 5:00,105.86,99.36,1.5,1246.51,40.7,33.49
4/26/2018 6:00,105.95,99.44,1.5,1242.83,40.67,33.46
4/26/2018 7:00,105.91,99.42,1.5,1243.02,40.71,33.49
4/26/2018 8:00,105.84,99.37,1.5,1244.69,40.81,33.57
4/26/2018 9:00,105.89,99.47,1.5,1239.39,40.81,33.57
4/26/2018 10:00,105.9,99.62,1.5,1251.34,40.85,33.58
4/26/2018 11:00,105.88,100.06,1.5,1246.1,40.94,33.66
4/26/2018 12:00,105.96,100.65,1.5,1253.13,40.99,33.67
4/26/2018 13:00,105.98,101.21,1.5,1250.15,41.09,33.79
4/26/2018 14:00,105.97,101.38,1.5,1259.56,41.19,33.86
4/26/2018 15:00,105.94,100.62,1.5,1244.85,41.17,33.88
4/26/2018 16:00,106.02,100.3,1.5,1240.45,41.16,33.88
4/26/2018 17:00,105.97,99.94,1.5,1220.48,40.99,33.81
4/26/2018 18:00,105.99,99.72,1.5,1208.89,40.96,33.84
4/26/2018 19:00,105.93,99.17,1.5,1155.94,40.88,33.93
4/26/2018 20:00,105.99,99.14,1.5,1147.7,40.77,33.87
4/26/2018 21:00,105.94,99.06,1.5,1148.7,40.7,33.81
4/26/2018 22:00,105.99,99.04,1.5,1150.06,40.71,33.82
4/26/2018 23:00,105.9,98.99,1.5,1143.16,40.76,33.85
4/27/2018 0:00,106.01,99.02,1.5,1151.06,40.77,33.86
4/27/2018 1:00,105.89,99,1.5,1156.81,40.83,33.91
4/27/2018 2:00,105.97,99.05,1.5,1155.87,40.89,33.96
4/27/2018 3:00,105.94,98.99,1.5,1147.77,40.86,33.94
4/27/2018 4:00,105.99,99.06,1.5,1144.85,40.93,34
4/27/2018 5:00,105.93,99.04,1.5,1149.93,40.96,34.02
4/27/2018 6:00,105.95,99,1.5,1148.25,41,34.05
4/27/2018 7:00,105.99,99.11,1.5,1148.93,41.01,34.06
4/27/2018 8:00,105.93,99.29,1.5,1143.66,40.87,33.97
4/27/2018 9:00,105.99,99.35,1.5,1142.76,40.91,33.99
4/27/2018 10:00,106.06,99.42,1.5,1152.54,41.02,34.07
4/27/2018 11:00,105.96,99.43,1.5,1148.58,41.16,34.19
4/27/2018 12:00,105.97,99.57,1.5,1154.73,41.19,34.19
4/27/2018 13:00,106,99.59,1.5,1148.63,41.2,34.21
4/27/2018 14:00,106.1,99.63,1.5,1152.29,41.19,34.2
4/27/2018 15:00,105.95,100.16,1.5,1152.14,41.21,34.21
4/27/2018 16:00,106.04,100.43,1.5,1155.72,41.22,34.22
4/27/2018 17:00,106.08,100.15,1.5,1154.91,41.23,34.23
4/27/2018 18:00,105.99,99.12,1.5,1151.98,41.22,34.24
4/27/2018 19:00,106.05,98.96,1.5,1140.88,41.24,34.25
4/27/2018 20:00,105.98,99.14,1.5,1145.47,41.01,34.07
4/27/2018 21:00,106.05,99.18,1.5,1155.63,41.04,34.06
4/27/2018 22:00,105.99,99.01,1.5,1129.25,41.16,34.23
4/27/2018 23:00,105.99,98.86,1.5,1101.23,41.16,34.33
4/28/2018 0:00,106.03,98.79,1.5,1092.89,41.14,34.34
4/28/2018 1:00,105.99,98.78,1.5,1098.53,41.1,34.29
4/28/2018 2:00,105.93,98.81,1.5,1103.68,40.97,34.17
4/28/2018 3:00,106.05,98.77,1.5,1098.84,41.03,34.23
4/28/2018 4:00,105.98,98.76,1.5,1101.7,41.14,34.32
4/28/2018 5:00,106.07,98.8,1.5,1099.89,41.17,34.35
4/28/2018 6:00,105.98,98.68,1.5,1094.33,41.07,34.28
4/28/2018 7:00,106.04,99.3,1.5,1095.86,41.07,34.28
4/28/2018 8:00,105.97,99.07,1.5,1091.74,41.21,34.39
4/28/2018 9:00,106.01,99.57,1.5,1100.36,41.17,34.35
4/28/2018 10:00,106.1,100.12,1.5,1097.53,41.16,34.35
4/28/2018 11:00,105.97,100.24,1.5,1096.23,41.18,34.34
4/28/2018 12:00,106,100.27,1.5,1098.2,41.38,34.48
4/28/2018 13:00,106.1,99.98,1.5,1101.52,41.38,34.49
4/28/2018 14:00,106.04,99.84,1.5,1085.97,41.3,34.47
4/28/2018 15:00,106.07,99.71,1.5,1051.19,41.06,34.37
4/28/2018 16:00,106.12,99.69,1.5,1049.15,41.05,34.39
4/28/2018 17:00,106.04,99.65,1.5,1051.54,41.07,34.41
4/28/2018 18:00,106.02,99.64,1.5,1047.49,41.09,34.44
4/28/2018 19:00,106.11,99.73,1.5,1054.2,41.12,34.45
4/28/2018 20:00,105.98,99.61,1.5,1053.6,41.17,34.49
4/28/2018 21:00,106.06,99.58,1.5,1041.78,41.16,34.52
4/28/2018 22:00,106.05,99.54,1.5,1042.96,41.16,34.51
4/28/2018 23:00,106.06,99.54,1.5,1055.62,41.19,34.49
4/29/2018 0:00,105.98,99.21,1.5,1053.17,41.2,34.5
4/29/2018 1:00,106.06,99.01,1.5,1052.04,41.14,34.46
4/29/2018 2:00,106.07,98.87,1.5,1051.36,41.06,34.39
4/29/2018 3:00,106.02,98.78,1.5,1050.13,41.16,34.47
4/29/2018 4:00,106.05,98.74,1.5,1056.2,41.2,34.49
4/29/2018 5:00,105.92,98.88,1.5,1054.36,41.15,34.46
4/29/2018 6:00,106.09,99.03,1.5,1049.64,41.09,34.42
4/29/2018 7:00,106.01,98.84,1.5,1030.21,41.18,34.54
4/29/2018 8:00,106.03,98.58,1.5,989.12,41.08,34.58
4/29/2018 9:00,106.04,98.8,1.5,1005.79,41.09,34.52
4/29/2018 10:00,106.11,98.67,1.5,997.76,41.04,34.53
4/29/2018 11:00,106.03,98.96,1.5,996.54,41.02,34.53
4/29/2018 12:00,106.04,99.67,1.5,1004.6,41.06,34.51
4/29/2018 13:00,106.12,99.99,1.5,995.24,41.08,34.52
4/29/2018 14:00,106.02,100.19,1.5,1033.87,41.15,34.45
4/29/2018 15:00,106.09,100.09,1.5,1001.05,41.11,34.52
4/29/2018 16:00,106.07,99.38,1.5,1004.55,41.14,34.57
4/29/2018 17:00,106.05,98.92,1.5,991.88,41.11,34.59
4/29/2018 18:00,106.04,98.83,1.5,990.21,41.1,34.58
4/29/2018 19:00,106.1,98.95,1.5,993.96,41.1,34.58
4/29/2018 20:00,106.06,98.7,1.5,1001.57,41.12,34.58
4/29/2018 21:00,106.06,98.47,1.5,991.42,41.13,34.61
4/29/2018 22:00,106.07,98.53,1.5,989.51,41.12,34.61
4/29/2018 23:00,106.06,99.03,1.5,1004.28,41.14,34.58
4/30/2018 0:00,106.09,99.02,1.5,1001.73,41.15,34.59
4/30/2018 1:00,105.98,98.96,1.5,1000.17,41.16,34.6
4/30/2018 2:00,106.02,98.94,1.5,1000.62,41.16,34.6
4/30/2018 3:00,106.06,98.9,1.5,992.89,41.07,34.54
4/30/2018 4:00,106.01,98.89,1.5,996.65,41.12,34.58
4/30/2018 5:00,105.95,98.76,1.5,996.34,41.11,34.6
4/30/2018 6:00,106.07,98.93,1.5,1002.9,41.14,34.6
4/30/2018 7:00,105.95,98.84,1.5,1002.92,41.15,34.59
4/30/2018 8:00,106.01,98.95,1.5,999.07,41.17,34.59
4/30/2018 9:00,106.1,99.06,1.5,1002.75,41.3,34.68
4/30/2018 10:00,105.97,99,1.5,1004.58,41.36,34.73
4/30/2018 11:00,106.08,99.05,1.5,993.13,41.29,34.71
4/30/2018 12:00,106.01,100.53,0.29,316.73,39.68,34.56
4/30/2018 13:00,105.99,105.97,0.09,331.86,39.69,34.72
4/30/2018 14:00,106.06,102.83,0.76,846.78,40.69,34.99
4/30/2018 15:00,106.06,97.93,0.94,988.35,40.81,34.92
4/30/2018 16:00,106.12,98.55,0.97,997.57,40.36,34.52
4/30/2018 17:00,106.01,98.11,0.97,997.04,40.42,34.56
4/30/2018 18:00,106.07,98.03,0.98,995.6,40.42,34.56
4/30/2018 19:00,106.04,97.72,0.91,989.62,40.44,34.57
4/30/2018 20:00,106.08,97.51,0.91,1000.52,40.46,34.58
4/30/2018 21:00,106.06,97.14,1,1000.75,40.46,34.58
4/30/2018 22:00,106.02,96.82,1,996.73,40.46,34.57
4/30/2018 23:00,106.08,96.6,1.01,993.5,40.45,34.57
5/1/2018 0:00,105.99,96.26,1,990.3,40.33,34.48
5/1/2018 1:00,106.03,96.64,1.03,998.36,40.09,34.24
5/1/2018 2:00,106.01,96.99,1.04,1000.39,40.38,34.47
5/1/2018 3:00,106.04,97.1,1.05,1003.06,40.44,34.52
5/1/2018 4:00,106.02,97.02,1.06,1005.43,40.45,34.52
5/1/2018 5:00,106.06,97.05,1.06,1004.8,40.52,34.58
5/1/2018 6:00,105.95,96.89,1.04,997.8,40.5,34.58
5/1/2018 7:00,106.1,96.92,1.04,994.31,40.43,34.53
5/1/2018 8:00,105.94,96.86,1.04,994.69,40.34,34.46
5/1/2018 9:00,106.09,97.01,1.04,991.76,40.32,34.43
5/1/2018 10:00,106.05,97.49,1.07,999.32,40.54,34.58
5/1/2018 11:00,105.98,98.09,1.07,998.21,40.66,34.68
5/1/2018 12:00,106.07,98.57,1.07,1001.89,40.67,34.7
5/1/2018 13:00,106.08,98.26,1.05,998.98,40.51,34.6
5/1/2018 14:00,106.01,98.16,1.07,1003.81,40.22,34.34
5/1/2018 15:00,106.06,98.21,1.06,994.3,40.74,34.76
5/1/2018 16:00,106.05,98.22,1.1,1005.97,40.81,34.81
5/1/2018 17:00,106.05,98.14,1.08,1004.55,40.63,34.68
5/1/2018 18:00,105.93,97.47,1.06,996.62,40.35,34.47
5/1/2018 19:00,106.02,97.36,1.08,996.06,40.46,34.53
5/1/2018 20:00,105.96,97.34,1.09,1000.52,40.63,34.66
5/1/2018 21:00,106.01,97.33,1.09,997.54,40.6,34.64
5/1/2018 22:00,106.03,97.38,1.09,1000.75,40.61,34.65
5/1/2018 23:00,106.06,97.36,1.09,1002.68,40.6,34.65
5/2/2018 0:00,106,97.44,1.11,1008.44,40.62,34.64
5/2/2018 1:00,105.95,97.28,1.1,997.13,40.54,34.58
5/2/2018 2:00,105.99,97.22,1.09,995.43,40.41,34.49
5/2/2018 3:00,106.06,97.25,1.1,1003.59,40.45,34.51
5/2/2018 4:00,105.95,97.18,1.09,1000.63,40.57,34.61
5/2/2018 5:00,105.94,97.17,1.1,1000.36,40.58,34.61
5/2/2018 6:00,106.03,97.18,1.11,998.87,40.59,34.62
5/2/2018 7:00,106.01,97.22,1.11,996.25,40.57,34.61
5/2/2018 8:00,105.96,97.28,1.12,997.21,40.65,34.67
5/2/2018 9:00,106.11,97.38,1.12,997.15,40.73,34.73
5/2/2018 10:00,105.93,97.56,1.13,1004.18,40.48,34.52
5/2/2018 11:00,106.05,98.16,1.1,990.81,40.52,34.55
5/2/2018 12:00,106,98.32,1.16,1003.54,40.75,34.71
5/2/2018 13:00,106.04,98.05,1.13,994.93,40.78,34.76
5/2/2018 14:00,106.07,98.13,1.13,1004.35,40.59,34.6
5/2/2018 15:00,106.07,98.13,1.14,1003.38,40.67,34.66
5/2/2018 16:00,106.04,97.75,1.13,1003.99,40.66,34.67
5/2/2018 17:00,106.04,97,1.13,995.07,40.58,34.6
5/2/2018 18:00,106.04,96.86,1.13,998.65,40.54,34.56
5/2/2018 19:00,105.9,96.79,1.13,1006.75,40.52,34.54
5/2/2018 20:00,106.04,96.96,1.11,1004.02,40.66,34.67
5/2/2018 21:00,106,97.26,1.1,991.08,40.71,34.73
5/2/2018 22:00,105.95,97.56,1.13,1003.66,40.71,34.72
5/2/2018 23:00,106.04,97.64,1.13,995.73,40.72,34.73
5/3/2018 0:00,105.99,97.58,1.13,1000.24,40.71,34.73
5/3/2018 1:00,106.07,97.63,1.13,997.87,40.66,34.69
5/3/2018 2:00,106.03,97.65,1.14,996.35,40.7,34.71
5/3/2018 3:00,105.95,97.55,1.14,1001.29,40.54,34.58
5/3/2018 4:00,105.99,97.52,1.13,995.12,40.67,34.69
5/3/2018 5:00,106.04,97.6,1.15,995.05,40.78,34.77
5/3/2018 6:00,106.08,97.69,1.18,1006.47,40.86,34.82
5/3/2018 7:00,105.95,97.67,1.17,1007.17,40.93,34.88
5/3/2018 8:00,106.03,97.61,1.15,999.41,40.89,34.86
5/3/2018 9:00,106.28,97.67,1.1,974.3,41.05,35.02
5/3/2018 10:00,106.3,97.54,1.04,947.36,41.11,35.12
5/3/2018 11:00,106.19,97.54,1.04,945.41,40.9,34.95
5/3/2018 12:00,106.14,97.72,1.07,943.04,40.89,34.92
5/3/2018 13:00,106.2,97.93,1.07,945.23,40.91,34.93
5/3/2018 14:00,106.18,98.41,1.08,951,41.05,35.02
5/3/2018 15:00,106.18,98.81,1.06,939.26,41.04,35.04
5/3/2018 16:00,106.22,98.64,1.08,952.28,40.96,34.96
5/3/2018 17:00,106.2,98.39,1.06,950.98,41.16,35.14
5/3/2018 18:00,106.22,97.55,1.05,950.85,41.07,35.08
5/3/2018 19:00,106.23,97.06,1.04,944.11,40.73,34.81
5/3/2018 20:00,106.17,96.83,1.07,953.51,40.85,34.88
5/3/2018 21:00,106.19,96.75,1.06,944.99,40.91,34.94
5/3/2018 22:00,106.16,97.01,1.06,946.22,40.92,34.95
5/3/2018 23:00,106.22,97.71,1.06,949.53,40.93,34.96
5/4/2018 0:00,106.11,97.59,1.06,941.34,40.93,34.96
5/4/2018 1:00,106.21,97.66,1.07,946.88,40.88,34.93
5/4/2018 2:00,106.11,97.68,1.08,958.62,40.89,34.93
5/4/2018 3:00,106.09,97.88,1.08,954.76,40.9,34.94
5/4/2018 4:00,106.05,97.77,1.08,946.07,40.78,34.85
5/4/2018 5:00,106.14,97.9,1.08,946.1,40.87,34.91
5/4/2018 6:00,106.11,97.89,1.09,943.31,40.97,34.98
5/4/2018 7:00,106.06,97.88,1.11,956.67,41.05,35.04
5/4/2018 8:00,106.09,97.85,1.09,943.19,41.08,35.07
5/4/2018 9:00,106.21,97.98,1.11,950.79,41.11,35.08
5/4/2018 10:00,106.14,97.96,1.09,953.49,41.01,35
5/4/2018 11:00,106.13,98.39,1.07,942.35,40.97,34.98
5/4/2018 12:00,106.16,98.68,1.11,954.28,40.97,34.95
5/4/2018 13:00,106.18,98.79,1.12,956.99,40.98,34.94
5/4/2018 14:00,106.12,98.8,1.1,950.26,41.01,34.98
5/4/2018 15:00,106.18,98.74,1.1,944.45,41.12,35.08
5/4/2018 16:00,106.22,98.68,1.09,950.35,41,34.99
5/4/2018 17:00,106.23,98.31,1.09,951.64,40.93,34.94
5/4/2018 18:00,106.16,97.29,1.09,953.66,40.95,34.95
5/4/2018 19:00,106.2,96.98,1.07,945.51,41.04,35.03
5/4/2018 20:00,106.19,97.04,1.11,947.86,41.09,35.06
5/4/2018 21:00,106.16,97.81,1.08,938.39,41,35.01
5/4/2018 22:00,106.1,97.8,1.1,945.32,40.73,34.79
5/4/2018 23:00,106.12,97.8,1.11,954.59,40.68,34.72
5/5/2018 0:00,106.15,97.84,1.08,942.51,41.13,35.12
5/5/2018 1:00,106.07,98.02,1.09,949.09,41,35.01
5/5/2018 2:00,106.19,97.96,1.07,940.82,40.99,35.01
5/5/2018 3:00,106.16,98.04,1.1,953.25,41.01,35.01
5/5/2018 4:00,106.09,97.9,1.07,946.51,41,35.02
5/5/2018 5:00,106.16,98.02,1.11,950.47,41.01,35.01
5/5/2018 6:00,106.12,98,1.1,946.86,40.99,34.99
5/5/2018 7:00,106.07,97.92,1.11,952.05,40.78,34.82
5/5/2018 8:00,106.16,97.96,1.09,945.81,40.9,34.93
5/5/2018 9:00,106.14,98,1.1,954.18,41.07,35.05
5/5/2018 10:00,106.19,98.02,1.1,953.28,41.07,35.06
5/5/2018 11:00,106.15,98.06,1.09,944.17,40.91,34.93
5/5/2018 12:00,106.16,98.18,1.12,947.88,40.95,34.93
5/5/2018 13:00,106.15,98.25,1.12,953.94,40.98,34.95
5/5/2018 14:00,106.12,98.16,1.11,940.13,40.98,34.96
5/5/2018 15:00,106.1,98.14,1.11,942.98,40.87,34.89
5/5/2018 16:00,106.17,98.21,1.12,957.28,40.98,34.95
5/5/2018 17:00,106.16,98.19,1.09,943.76,41.08,35.06
5/5/2018 18:00,106.21,98.3,1.13,957.6,41.06,35.03
5/5/2018 19:00,106.15,98.23,1.12,951.79,40.91,34.91
5/5/2018 20:00,106.07,98.18,1.12,942.04,40.93,34.93
5/5/2018 21:00,106.15,98.22,1.12,939.98,40.95,34.95
5/5/2018 22:00,106.17,98.4,1.12,948.64,40.96,34.95
5/5/2018 23:00,105.92,98.35,0.83,686.81,34.21,28.54
5/6/2018 0:00,103.73,97.62,0,2.04,22.43,13
5/6/2018 1:00,105.83,97.96,0,2.01,39.6,29.38
5/6/2018 2:00,108.91,100.06,0,2.1,38.19,26.17
5/6/2018 3:00,112.19,102.89,0,2.06,38.79,30.68
5/6/2018 4:00,112.11,103.33,0,2.04,38.61,34.07
5/6/2018 5:00,112.22,103.49,0,2.08,38.22,33.8
5/6/2018 6:00,112.33,103.42,0,2,38.55,34.09
5/6/2018 7:00,112.5,103.54,0,2.19,38.18,33.78
5/6/2018 8:00,109.86,105.62,0.05,166.71,39.75,34.91
5/6/2018 9:00,105.33,105.39,0.03,161.32,39.45,34.68
5/6/2018 10:00,105.91,105.43,0.03,201.89,38.86,34.12
5/6/2018 11:00,106.05,106.01,0.07,329.71,39.54,34.57
5/6/2018 12:00,105.9,105.71,0.1,316.15,39.59,34.61
5/6/2018 13:00,105.94,102.17,1.24,1067,40.69,34.28
5/6/2018 14:00,105.91,98.44,1.5,1100.86,41.16,34.51
5/6/2018 15:00,105.96,97.92,1.5,1102.39,40.87,34.21
5/6/2018 16:00,105.98,97.79,1.5,1095.12,40.8,34.11
5/6/2018 17:00,106.04,98.04,1.5,1106.18,40.77,34.01
5/6/2018 18:00,105.85,97.94,1.5,1102.38,40.87,34.06
5/6/2018 19:00,106.04,98.1,1.5,1097.9,40.96,34.11
5/6/2018 20:00,105.91,98.06,1.5,1103.2,41.02,34.15
5/6/2018 21:00,106,98.07,1.5,1098.93,41.14,34.26
5/6/2018 22:00,106.03,98.12,1.5,1106.42,41.22,34.29
5/6/2018 23:00,105.99,98.11,1.5,1105.63,41.21,34.28
5/7/2018 0:00,105.97,98.12,1.5,1104.39,41.21,34.27
5/7/2018 1:00,106.04,98.14,1.5,1106.22,41.22,34.26
5/7/2018 2:00,105.94,98.07,1.5,1105.74,41.24,34.26
5/7/2018 3:00,105.9,98.09,1.5,1102.3,41.21,34.23
5/7/2018 4:00,106,98.11,1.5,1095.11,41.13,34.17
5/7/2018 5:00,105.97,98.06,1.5,1093.62,41.17,34.19
5/7/2018 6:00,106.02,98.3,1.5,1097.37,41.17,34.19
5/7/2018 7:00,105.8,98.91,1.5,1100.88,40.88,33.91
5/7/2018 8:00,105.92,99.1,1.5,1098.32,41.48,34.42
5/7/2018 9:00,106.08,98.79,1.5,1099.17,41.2,34.16
5/7/2018 10:00,106.01,97.99,1.5,1011.05,41.13,34.35
5/7/2018 11:00,105.95,97.87,1.5,993.49,41.08,34.35
5/7/2018 12:00,106,98.02,1.5,992.96,41.11,34.35
5/7/2018 13:00,105.98,98.05,1.5,1002.15,41.22,34.44
5/7/2018 14:00,106.05,98.07,1.5,1004.79,41.11,34.36
5/7/2018 15:00,105.98,97.98,1.5,992.2,40.93,34.24
5/7/2018 16:00,106.05,98.18,1.5,995.81,41.14,34.39
5/7/2018 17:00,105.96,98.17,1.5,998.35,41.25,34.48
5/7/2018 18:00,106.06,98.36,1.5,998.61,41.18,34.42
5/7/2018 19:00,105.93,98.59,1.5,995.18,41.12,34.36
5/7/2018 20:00,106.01,98.61,1.5,995.91,41.18,34.4
5/7/2018 21:00,105.95,98.56,1.5,996.31,41.19,34.4
5/7/2018 22:00,105.99,98.5,1.5,1002.08,41.19,34.4
5/7/2018 23:00,105.98,98.62,1.5,998.13,41.23,34.42
5/8/2018 0:00,106.01,98.69,1.5,1004.03,41.25,34.39
5/8/2018 1:00,105.93,98.62,1.5,995.45,41.36,34.5
5/8/2018 2:00,106,98.65,1.5,998.82,41.5,34.61
5/8/2018 3:00,105.99,98.65,1.5,1007.25,41.49,34.59
5/8/2018 4:00,105.99,98.61,1.5,990.59,41.45,34.6
5/8/2018 5:00,105.96,98.62,1.5,998.65,41.34,34.49
5/8/2018 6:00,106.02,98.71,1.5,1000.74,41.3,34.42
5/8/2018 7:00,105.99,98.65,1.5,1000.86,41.31,34.44
5/8/2018 8:00,105.98,98.67,1.5,1000.51,41.43,34.54
5/8/2018 9:00,106.07,98.34,1.5,935.19,41.28,34.61
5/8/2018 10:00,105.95,97.92,1.5,892.45,40.95,34.49
5/8/2018 11:00,106.03,98.09,1.5,900.37,40.94,34.45
5/8/2018 12:00,105.98,98.09,1.5,900.63,41.04,34.53
5/8/2018 13:00,105.98,97.76,1.5,896.11,40.97,34.47
5/8/2018 14:00,105.99,97.68,1.5,898.54,41.07,34.52
5/8/2018 15:00,105.94,97.7,1.5,903.26,41.04,34.52
5/8/2018 16:00,105.9,98.35,1.5,904.77,41.02,34.43
5/8/2018 17:00,105.91,99.24,1.5,898.49,40.86,34.29
5/8/2018 18:00,105.98,99.13,1.5,895.05,41.13,34.56
5/8/2018 19:00,105.92,98.83,1.5,897.83,41.14,34.6
5/8/2018 20:00,105.96,99.01,1.5,903.59,41.21,34.59
5/8/2018 21:00,105.93,98.99,1.5,907.73,41.2,34.59
5/8/2018 22:00,105.97,98.96,1.5,896.29,41.13,34.55
5/8/2018 23:00,105.95,98.93,1.5,899,41.12,34.53
5/9/2018 0:00,105.93,98.93,1.5,895.44,41.04,34.46
5/9/2018 1:00,105.92,98.92,1.5,901.19,41.06,34.46
5/9/2018 2:00,105.95,98.86,1.5,902.54,41.05,34.46
5/9/2018 3:00,105.88,98.76,1.5,895.97,41.13,34.54
5/9/2018 4:00,105.88,98.72,1.5,898.57,41.27,34.65
5/9/2018 5:00,105.93,98.73,1.5,890.19,41.26,34.65
5/9/2018 6:00,106.04,98.68,1.5,895.67,41.38,34.73
5/9/2018 7:00,105.93,98.57,1.5,896.42,41.38,34.72
5/9/2018 8:00,105.9,98.6,1.5,898.35,41.22,34.59
5/9/2018 9:00,106.01,98.75,1.5,898.37,41.21,34.54
5/9/2018 10:00,105.86,98.68,1.5,900.52,41.01,34.37
5/9/2018 11:00,105.94,98.72,1.5,898.33,41.06,34.41
5/9/2018 12:00,105.95,98.71,1.5,903.99,41.18,34.48
5/9/2018 13:00,105.89,98.32,1.5,900.32,41.17,34.51
5/9/2018 14:00,105.88,98.26,1.5,900.64,41.17,34.51
5/9/2018 15:00,105.87,98.19,1.5,891.48,41.15,34.51
5/9/2018 16:00,105.71,98.11,1.5,895.77,40.9,34.32
5/9/2018 17:00,105.74,98.08,1.5,899.55,40.76,34.21
5/9/2018 18:00,105.7,98.04,1.5,902.41,40.77,34.21
5/9/2018 19:00,105.69,98.08,1.5,892.45,40.75,34.19
5/9/2018 20:00,105.69,98.1,1.5,898.62,40.78,34.17
5/9/2018 21:00,105.68,98.09,1.5,896.65,40.8,34.19
5/9/2018 22:00,105.68,98.07,1.5,892.77,40.75,34.16
5/9/2018 23:00,105.7,98.02,1.5,895.06,40.68,34.1
5/10/2018 0:00,105.67,98.08,1.5,896.05,40.78,34.16
5/10/2018 1:00,105.62,98.1,1.5,909.55,41.06,34.34
5/10/2018 2:00,105.79,97.98,1.5,893.28,41.01,34.4
5/10/2018 3:00,105.61,97.9,1.5,891.31,40.95,34.34
5/10/2018 4:00,105.7,98,1.5,895.77,40.78,34.18
5/10/2018 5:00,105.64,97.97,1.5,897.32,40.91,34.27
5/10/2018 6:00,105.64,97.99,1.5,897.65,40.93,34.28
5/10/2018 7:00,105.69,98.01,1.5,904.24,40.92,34.25
5/10/2018 8:00,105.65,97.98,1.5,908.86,40.91,34.24
5/10/2018 9:00,105.78,98.07,1.5,899.9,40.9,34.22
5/10/2018 10:00,105.64,98.03,1.5,900.04,40.88,34.21
5/10/2018 11:00,105.65,98.19,1.5,899.05,41.05,34.32
5/10/2018 12:00,105.78,98.24,1.5,902.73,41.07,34.34
5/10/2018 13:00,105.69,98.18,1.5,900.83,40.92,34.24
5/10/2018 14:00,105.73,98.26,1.5,893.37,41.01,34.29
5/10/2018 15:00,105.6,98.16,1.5,898.81,40.81,34.16
5/10/2018 16:00,105.72,98.26,1.5,901.24,40.84,34.19
5/10/2018 17:00,105.68,98.19,1.5,903.24,40.96,34.28
5/10/2018 18:00,105.71,98.21,1.5,907.07,41.09,34.38
5/10/2018 19:00,105.68,98.16,1.5,894.46,40.9,34.25
5/10/2018 20:00,105.63,98.21,1.5,900.85,40.92,34.22
5/10/2018 21:00,105.75,98.04,1.5,893.22,40.96,34.31
5/10/2018 22:00,105.62,97.82,1.5,888.22,40.91,34.27
5/10/2018 23:00,105.67,98.3,1.5,896.09,40.89,34.21
5/11/2018 0:00,105.56,98.24,1.5,904.48,40.82,34.12
5/11/2018 1:00,105.68,98.39,1.5,909.6,41.02,34.25
5/11/2018 2:00,105.6,98.28,1.5,901.84,41.09,34.34
5/11/2018 3:00,105.67,98.25,1.5,902.85,41.1,34.36
5/11/2018 4:00,105.62,98.23,1.5,900.48,41.09,34.36
5/11/2018 5:00,105.72,98.21,1.5,901.65,41.08,34.36
5/11/2018 6:00,105.58,98.18,1.5,890.49,40.97,34.28
5/11/2018 7:00,105.62,98.25,1.5,895.98,40.93,34.24
5/11/2018 8:00,105.57,98.11,1.5,891,40.88,34.2
5/11/2018 9:00,105.7,98.09,1.5,897.31,40.85,34.17
5/11/2018 10:00,105.63,97.78,1.5,897.46,40.98,34.31
5/11/2018 11:00,105.68,97.8,1.5,896.28,41.03,34.37
