Date,2BRS_TIT_030A,2BRS_TIT_030B,2BRS_PDIT_030,2BRS_FIT_030,6BRS_PIT_015,SYR13_PIT_001
2/21/2019 12:00,107.16,90.98,0.96,455.8,49.85,42.72
2/21/2019 13:00,107.28,91.52,0.88,455.74,49.83,42.76
2/21/2019 14:00,107.31,91.21,0.8,452.49,49.79,42.79
2/21/2019 15:00,107.44,91.58,0.83,455.53,49.83,42.81
2/21/2019 16:00,107.78,93.06,0.83,452.69,49.81,42.8
2/21/2019 17:00,106.85,92.74,0.83,444.96,49.85,42.83
2/21/2019 18:00,107.83,92.31,0.84,440.26,49.86,42.84
2/21/2019 19:00,107.64,91.01,0.92,439.7,49.93,42.83
2/21/2019 20:00,107.54,90.38,0.96,444.61,49.94,42.81
2/21/2019 21:00,107.61,89.91,0.94,452.7,49.9,42.79
2/21/2019 22:00,107.54,89.71,0.95,438.99,49.92,42.8
2/21/2019 23:00,107.5,89.46,1.01,453.46,49.92,42.75
2/22/2019 0:00,107.53,89.78,0.95,447.73,49.89,42.77
2/22/2019 1:00,107.51,90.12,0.96,442.37,49.91,42.78
2/22/2019 2:00,107.39,89.65,1.01,453.1,49.94,42.77
2/22/2019 3:00,107.31,89.58,1.01,453.78,49.93,42.76
2/22/2019 4:00,107.33,89.89,1.01,450.1,49.94,42.76
2/22/2019 5:00,107.44,89.86,1.01,453.71,49.92,42.74
2/22/2019 6:00,107.44,89.84,1.01,456.79,49.92,42.74
2/22/2019 7:00,107.45,89.73,1.01,459.6,49.92,42.74
2/22/2019 8:00,107.39,89.72,0.96,446.43,49.9,42.77
2/22/2019 9:00,107.47,90.15,1.02,442.71,49.93,42.76
2/22/2019 10:00,107.51,90.72,1.05,449.53,49.92,42.73
2/22/2019 11:00,107.41,90.23,0.93,440.84,49.85,42.76
2/22/2019 12:00,107.57,90.8,0.92,449.34,49.85,42.77
2/22/2019 13:00,107.5,90.8,0.91,457.78,49.85,42.78
2/22/2019 14:00,107.62,90.7,0.89,452.09,49.83,42.78
2/22/2019 15:00,107.6,90.42,0.84,446.51,49.82,42.8
2/22/2019 16:00,107.59,90.99,0.85,440.07,49.83,42.81
2/22/2019 17:00,107.52,91.72,0.94,442.53,49.87,42.78
2/22/2019 18:00,107.69,91.82,0.94,452.47,49.88,42.79
2/22/2019 19:00,107.62,91.91,0.96,443.56,49.92,42.81
2/22/2019 20:00,107.56,92.41,1.05,442.93,50,42.8
2/22/2019 21:00,107.73,92.68,1.09,441.41,49.98,42.76
2/22/2019 22:00,107.68,92.56,1.09,445.63,49.96,42.74
2/22/2019 23:00,107.95,92.38,1.02,458.14,49.89,42.73
2/23/2019 0:00,108.42,92.23,0.95,451.28,49.84,42.76
2/23/2019 1:00,108.29,92.42,0.99,444.77,49.89,42.77
2/23/2019 2:00,107.94,92.23,1.01,447.15,49.91,42.77
2/23/2019 3:00,107.97,92.76,1.12,455.72,49.98,42.73
2/23/2019 4:00,107.67,92.57,1.14,459.46,50.01,42.74
2/23/2019 5:00,107.43,91.78,1.04,446.27,49.97,42.77
2/23/2019 6:00,107.47,91.64,1.02,443.54,49.94,42.76
2/23/2019 7:00,107.43,91.88,1.07,442.59,49.97,42.75
2/23/2019 8:00,107.46,91.72,1.05,451.6,49.96,42.76
2/23/2019 9:00,107.52,91.53,1.01,447.9,49.92,42.76
2/23/2019 10:00,107.44,91.95,1.09,451.99,49.94,42.73
2/23/2019 11:00,107.56,91.47,0.97,449.14,49.87,42.75
2/23/2019 12:00,107.51,91.01,0.89,450.93,49.79,42.75
2/23/2019 13:00,107.5,91.11,0.9,445.04,49.8,42.75
2/23/2019 14:00,107.58,91.76,0.98,443.68,49.86,42.73
2/23/2019 15:00,107.59,92,1,448.09,49.91,42.76
2/23/2019 16:00,107.6,92.2,1.06,446.06,49.95,42.75
2/23/2019 17:00,109.19,93.34,1.08,449.31,49.68,42.52
2/23/2019 18:00,111.59,95.12,1.09,443.46,49.76,42.58
2/23/2019 19:00,111.38,94.52,1.1,455.11,49.85,42.68
2/23/2019 20:00,111.32,93.61,1.03,447.31,49.78,42.68
2/23/2019 21:00,111.28,93.46,1.02,445.25,49.75,42.66
2/23/2019 22:00,111.3,93.27,1.08,441.24,49.75,42.61
2/23/2019 23:00,111.34,93.17,1.1,448.81,49.75,42.58
2/24/2019 0:00,111.28,94.11,1.3,498.6,49.82,42.48
2/24/2019 1:00,111.29,94.01,1.33,496.26,49.8,42.44
2/24/2019 2:00,111.28,93.69,1.33,492.66,49.8,42.43
2/24/2019 3:00,111.27,93.67,1.33,492.66,49.69,42.35
2/24/2019 4:00,111.42,93.8,1.34,496.42,49.81,42.44
2/24/2019 5:00,111.3,93.81,1.37,498.81,49.84,42.44
2/24/2019 6:00,111.33,94,1.42,508.98,49.87,42.42
2/24/2019 7:00,111.36,94.03,1.42,513,49.88,42.42
2/24/2019 8:00,111.27,93.73,1.35,499.1,49.85,42.45
2/24/2019 9:00,111.37,93.7,1.35,495.44,49.84,42.45
2/24/2019 10:00,111.34,93.72,1.35,498.43,49.84,42.45
2/24/2019 11:00,111.3,93.66,1.35,502.87,49.83,42.44
2/24/2019 12:00,111.27,93.65,1.34,499.77,49.81,42.43
2/24/2019 13:00,111.33,93.69,1.34,505.26,49.79,42.42
2/24/2019 14:00,111.24,93.65,1.33,504.91,49.78,42.41
2/24/2019 15:00,111.32,93.63,1.32,496.88,49.76,42.4
2/24/2019 16:00,111.3,93.81,1.37,506.24,49.77,42.37
2/24/2019 17:00,111.26,93.9,1.37,506.94,49.78,42.37
2/24/2019 18:00,111.28,93.95,1.37,506.96,49.79,42.38
2/24/2019 19:00,111.32,93.94,1.38,505.33,49.8,42.39
2/24/2019 20:00,111.3,93.85,1.38,494.86,49.8,42.39
2/24/2019 21:00,111.24,93.88,1.38,497.35,49.81,42.39
2/24/2019 22:00,111.31,93.79,1.38,489.41,49.81,42.39
2/24/2019 23:00,111.28,94.04,1.46,494.84,49.84,42.36
2/25/2019 0:00,111.29,94.03,1.46,496.25,49.83,42.36
2/25/2019 1:00,111.45,94.07,1.46,497.95,49.86,42.38
2/25/2019 2:00,111.32,94.06,1.46,495.65,49.9,42.41
2/25/2019 3:00,111.33,93.94,1.45,489.51,49.9,42.42
2/25/2019 4:00,111.38,93.49,1.35,459.97,49.86,42.46
2/25/2019 5:00,111.31,93.41,1.36,465.59,49.88,42.47
2/25/2019 6:00,111.3,93.37,1.36,466.14,49.87,42.47
2/25/2019 7:00,111.28,93.19,1.31,476.57,49.83,42.46
2/25/2019 8:00,111.31,93.01,1.27,468.46,49.78,42.46
2/25/2019 9:00,111.33,93.08,1.27,466.35,49.76,42.45
2/25/2019 10:00,111.3,93.39,1.35,466.68,49.79,42.41
2/25/2019 11:00,111.31,93.77,1.44,490.24,49.81,42.34
2/25/2019 12:00,111.27,93.85,1.44,497.09,49.8,42.34
2/25/2019 13:00,111.29,94.17,1.48,523.43,49.84,42.31
2/25/2019 14:00,111.34,94.59,1.5,546.15,49.89,42.26
2/25/2019 15:00,111.23,94.41,1.5,548.55,49.89,42.26
2/25/2019 16:00,111.3,94.26,1.5,550.73,49.9,42.26
2/25/2019 17:00,111.3,94.22,1.5,551.14,49.92,42.27
2/25/2019 18:00,111.23,94.22,1.5,547.26,49.93,42.28
2/25/2019 19:00,111.29,94.43,1.5,548.15,49.97,42.25
2/25/2019 20:00,111.27,94.23,1.5,554.75,49.96,42.27
2/25/2019 21:00,111.24,94.35,1.5,541.31,49.99,42.26
2/25/2019 22:00,111.24,94.51,1.5,550.94,50.01,42.24
2/25/2019 23:00,111.24,94.55,1.5,555.44,50,42.23
2/26/2019 0:00,111.31,94.53,1.5,556.11,50.01,42.24
2/26/2019 1:00,111.25,94.54,1.5,556.99,50.03,42.25
2/26/2019 2:00,111.25,94.4,1.5,555.04,50.03,42.25
2/26/2019 3:00,111.28,94.28,1.5,543.51,50.01,42.27
2/26/2019 4:00,111.26,94.43,1.5,548.99,50.02,42.24
2/26/2019 5:00,111.28,94.42,1.5,547.99,50.02,42.24
2/26/2019 6:00,111.27,94.47,1.5,549.63,50.01,42.24
2/26/2019 7:00,111.22,94.41,1.5,550.39,50.01,42.23
2/26/2019 8:00,111.28,94.41,1.5,549.4,50,42.23
2/26/2019 9:00,111.26,94.41,1.5,544.72,50,42.22
2/26/2019 10:00,111.09,94.24,1.5,553.23,50,42.22
2/26/2019 11:00,110.36,93.22,1.49,531.11,50.02,42.34
2/26/2019 12:00,110.62,91.95,1.27,452.38,49.84,42.48
2/26/2019 13:00,110.71,91.76,1.21,452.44,49.79,42.5
2/26/2019 14:00,110.76,91.84,1.21,455.07,49.79,42.5
2/26/2019 15:00,110.73,91.82,1.21,450.11,49.77,42.49
2/26/2019 16:00,110.72,91.81,1.21,454.31,49.76,42.48
2/26/2019 17:00,110.72,91.92,1.21,448.16,49.77,42.49
2/26/2019 18:00,110.7,91.99,1.21,450.66,49.79,42.5
2/26/2019 19:00,110.74,91.86,1.22,450.44,49.81,42.51
2/26/2019 20:00,110.76,91.96,1.24,444.86,49.83,42.52
2/26/2019 21:00,110.7,92.36,1.33,452.89,49.88,42.49
2/26/2019 22:00,110.68,92.23,1.33,447.23,49.88,42.49
2/26/2019 23:00,110.74,92.24,1.33,452.59,49.88,42.49
2/27/2019 0:00,110.71,92.23,1.33,453.11,49.89,42.5
2/27/2019 1:00,110.71,92.15,1.33,444.83,49.89,42.5
2/27/2019 2:00,110.66,92.27,1.36,446.39,49.89,42.47
2/27/2019 3:00,110.74,92.02,1.3,450.44,49.86,42.49
2/27/2019 4:00,110.76,91.87,1.29,445.25,49.84,42.49
2/27/2019 5:00,110.66,92.44,1.4,454.39,49.9,42.45
2/27/2019 6:00,110.74,92.22,1.34,450.72,49.87,42.48
2/27/2019 7:00,110.7,92.01,1.31,457.62,49.86,42.49
2/27/2019 8:00,110.71,91.9,1.29,460.3,49.86,42.51
2/27/2019 9:00,110.74,91.56,1.24,458.25,49.83,42.52
2/27/2019 10:00,110.65,91.57,1.24,447.41,49.8,42.5
2/27/2019 11:00,110.69,91.89,1.29,445.91,49.82,42.48
2/27/2019 12:00,110.7,92.25,1.36,450.72,49.86,42.46
2/27/2019 13:00,110.66,92.24,1.36,455.18,49.85,42.45
2/27/2019 14:00,110.71,92.4,1.36,448.93,49.85,42.44
2/27/2019 15:00,110.72,92.46,1.36,456.26,49.88,42.47
2/27/2019 16:00,110.68,92.4,1.36,447.15,49.89,42.47
2/27/2019 17:00,110.7,92.31,1.36,442.19,49.9,42.48
2/27/2019 18:00,110.69,92.41,1.38,440.9,49.91,42.47
2/27/2019 19:00,110.73,92.6,1.42,445.97,49.92,42.45
2/27/2019 20:00,110.69,92.52,1.42,450.11,49.92,42.45
2/27/2019 21:00,110.71,92.48,1.42,458.74,49.93,42.45
2/27/2019 22:00,110.69,92.45,1.42,451.27,49.93,42.45
2/27/2019 23:00,110.72,92.42,1.42,455.27,49.92,42.45
2/28/2019 0:00,110.76,92.35,1.4,455.31,49.91,42.45
2/28/2019 1:00,110.67,91.68,1.3,451.72,49.86,42.5
2/28/2019 2:00,110.66,91.4,1.29,444.8,49.86,42.5
2/28/2019 3:00,110.71,93.59,1.4,449.44,49.91,42.47
2/28/2019 4:00,110.69,94.08,1.42,456.05,49.93,42.46
2/28/2019 5:00,110.62,93.44,1.29,436.9,49.87,42.52
2/28/2019 6:00,110.62,93.71,1.35,448.68,49.88,42.49
2/28/2019 7:00,110.66,93.91,1.39,448.72,49.92,42.49
2/28/2019 8:00,110.62,93.94,1.4,448.1,49.95,42.49
2/28/2019 9:00,110.74,94.1,1.43,454.44,49.95,42.47
2/28/2019 10:00,110.62,93.82,1.36,456.34,49.89,42.49
2/28/2019 11:00,110.69,93.75,1.34,451.72,49.88,42.49
2/28/2019 12:00,110.65,93.88,1.36,440.48,49.88,42.48
2/28/2019 13:00,110.67,94.17,1.43,456.57,49.91,42.45
2/28/2019 14:00,110.63,93.97,1.39,450.33,49.88,42.46
2/28/2019 15:00,110.74,93.88,1.36,443.73,49.88,42.48
2/28/2019 16:00,110.68,93.89,1.36,445.52,49.88,42.48
2/28/2019 17:00,110.72,93.83,1.29,424.36,49.86,42.51
2/28/2019 18:00,110.73,94.12,1.35,424.52,49.92,42.52
2/28/2019 19:00,110.69,93.71,1.26,415.71,49.88,42.56
2/28/2019 20:00,110.71,94.09,1.34,416.42,49.94,42.54
2/28/2019 21:00,110.65,93.91,1.31,422.85,49.92,42.55
2/28/2019 22:00,110.63,93.94,1.35,414.75,49.95,42.55
2/28/2019 23:00,110.6,94.03,1.37,411.41,49.95,42.53
3/1/2019 0:00,110.73,93.92,1.33,422.51,49.91,42.53
3/1/2019 1:00,110.6,93.86,1.34,428.75,49.93,42.54
3/1/2019 2:00,110.68,94.13,1.41,424.96,49.98,42.53
3/1/2019 3:00,110.66,93.75,1.35,415.82,49.95,42.55
3/1/2019 4:00,110.64,94.23,1.45,414.13,50.02,42.51
3/1/2019 5:00,110.58,94.35,1.47,423.28,50.01,42.48
3/1/2019 6:00,110.68,94.08,1.42,418.59,49.98,42.51
3/1/2019 7:00,110.66,93.66,1.33,417.63,49.93,42.54
3/1/2019 8:00,110.6,93.62,1.32,414.46,49.93,42.55
3/1/2019 9:00,110.7,94.16,1.44,418.99,49.98,42.51
3/1/2019 10:00,110.66,94.47,1.5,418.13,50.01,42.48
3/1/2019 11:00,110.72,94.34,1.45,422.46,49.94,42.47
3/1/2019 12:00,110.8,94.95,1.36,418.87,49.87,42.49
3/1/2019 13:00,110.78,94.39,1.18,414.46,49.77,42.55
3/1/2019 14:00,110.85,94.96,1.2,416.1,49.79,42.55
3/1/2019 15:00,110.78,94.98,1.08,417.29,49.75,42.62
3/1/2019 16:00,110.73,100.07,1.22,420.91,49.84,42.59
3/1/2019 17:00,110.84,97.92,1.07,423.71,49.81,42.69
3/1/2019 18:00,110.8,92.74,1.06,423.05,49.78,42.68
3/1/2019 19:00,110.8,92.13,1.15,412.86,49.83,42.63
3/1/2019 20:00,110.73,92.33,1.42,412.76,49.99,42.53
3/1/2019 21:00,110.71,92.87,1.47,423.75,49.99,42.46
3/1/2019 22:00,110.77,92.28,1.34,429.8,49.89,42.51
3/1/2019 23:00,110.73,91.77,1.26,421.66,49.86,42.54
3/2/2019 0:00,110.5,91.54,1.26,412.81,49.88,42.57
3/2/2019 1:00,110.47,91.48,1.27,420.31,49.9,42.57
3/2/2019 2:00,110.51,91.94,1.36,421.24,49.95,42.54
3/2/2019 3:00,110.51,91.58,1.3,425.76,49.94,42.58
3/2/2019 4:00,110.51,91.46,1.27,421.28,49.94,42.61
3/2/2019 5:00,110.47,91.81,1.35,418.4,49.97,42.58
3/2/2019 6:00,110.47,91.42,1.27,422.18,49.92,42.6
3/2/2019 7:00,110.63,91.13,1.21,416.32,49.92,42.66
3/2/2019 8:00,110.58,91.22,1.25,409.77,49.96,42.66
3/2/2019 9:00,110.58,91.74,1.34,427.01,49.99,42.62
3/2/2019 10:00,110.48,91.4,1.26,421.72,49.92,42.62
3/2/2019 11:00,110.55,91.65,1.23,424.45,49.88,42.62
3/2/2019 12:00,110.63,93.06,1.16,418.2,49.85,42.64
3/2/2019 13:00,110.74,94.12,1.18,411.92,49.85,42.63
3/2/2019 14:00,110.91,94.21,1.12,424.72,49.82,42.66
3/2/2019 15:00,110.81,93.21,0.94,419.2,49.74,42.74
3/2/2019 16:00,110.7,94.21,1.04,414.01,49.81,42.72
3/2/2019 17:00,110.69,94.82,1.09,423.09,49.85,42.72
3/2/2019 18:00,110.68,95.15,1.15,416.04,49.91,42.72
3/2/2019 19:00,110.73,95.8,1.28,413.28,50,42.7
3/2/2019 20:00,110.69,96.09,1.36,429.35,50.05,42.67
3/2/2019 21:00,110.7,95.44,1.22,420.95,49.97,42.71
3/2/2019 22:00,110.72,95.51,1.22,420.24,49.97,42.71
3/2/2019 23:00,110.73,95.5,1.24,411.31,50.02,42.74
3/3/2019 0:00,110.71,95.76,1.31,412.62,50.07,42.73
3/3/2019 1:00,110.71,95.73,1.37,419.01,50.09,42.69
3/3/2019 2:00,110.7,95.54,1.34,423.82,50.06,42.69
3/3/2019 3:00,110.74,95.21,1.27,416.59,50.03,42.72
3/3/2019 4:00,110.73,95.3,1.33,414.57,50.06,42.71
3/3/2019 5:00,110.76,95.36,1.33,416,50.07,42.71
3/3/2019 6:00,111.12,95.77,1.36,408.86,50.04,42.68
3/3/2019 7:00,110.68,95.65,1.42,425.52,50.09,42.66
3/3/2019 8:00,110.66,94.98,1.25,417.01,50,42.71
3/3/2019 9:00,110.78,95.34,1.32,423.31,50.03,42.68
3/3/2019 10:00,110.73,95.32,1.33,421.55,50.05,42.69
3/3/2019 11:00,110.69,95.18,1.3,427.75,50.04,42.71
3/3/2019 12:00,110.66,94.68,1.2,414.96,49.97,42.74
3/3/2019 13:00,110.65,94.69,1.2,417.52,49.95,42.72
3/3/2019 14:00,110.69,94.83,1.22,412.17,49.96,42.71
3/3/2019 15:00,110.71,94.64,1.16,419.66,49.93,42.73
3/3/2019 16:00,110.76,94.57,1.16,417.94,49.93,42.73
3/3/2019 17:00,110.7,94.95,1.25,416.04,50.01,42.73
3/3/2019 18:00,110.68,95.15,1.29,424.64,50.03,42.71
3/3/2019 19:00,110.73,95.17,1.26,423.17,50.02,42.72
3/3/2019 20:00,110.76,94.74,1.19,413.53,50.01,42.78
3/3/2019 21:00,110.71,94.9,1.26,416.78,50.04,42.75
3/3/2019 22:00,110.63,94.54,1.26,415.51,50.04,42.74
3/3/2019 23:00,110.69,94.4,1.3,412.85,50.03,42.7
3/4/2019 0:00,110.68,94.11,1.39,415.77,50.07,42.66
3/4/2019 1:00,110.67,93.88,1.37,422.85,50.06,42.66
3/4/2019 2:00,110.67,93.35,1.37,412.91,50.07,42.67
3/4/2019 3:00,110.68,93.29,1.42,416.37,50.09,42.64
3/4/2019 4:00,110.93,93.14,1.42,418.3,50.05,42.61
3/4/2019 5:00,110.7,92.81,1.42,414.43,50.05,42.61
3/4/2019 6:00,110.65,93.03,1.5,419.72,50.11,42.56
3/4/2019 7:00,111,93.03,1.45,420.01,50.03,42.54
3/4/2019 8:00,110.64,92.42,1.42,419.13,50.03,42.59
3/4/2019 9:00,110.72,92.68,1.45,416.8,50.05,42.57
3/4/2019 10:00,110.68,92.28,1.38,416.21,49.98,42.58
3/4/2019 11:00,110.61,91.79,1.3,416.05,49.94,42.61
3/4/2019 12:00,110.67,92.73,1.32,415.57,49.92,42.58
3/4/2019 13:00,110.66,92.74,1.32,426.48,49.93,42.59
3/4/2019 14:00,110.7,92.05,1.17,418.26,49.86,42.66
3/4/2019 15:00,110.66,92.39,1.16,420.74,49.85,42.66
3/4/2019 16:00,110.55,92.69,1.14,418.12,49.81,42.64
3/4/2019 17:00,110.59,93.33,1.15,422.95,49.81,42.63
3/4/2019 18:00,110.62,93.17,1.12,419.3,49.81,42.66
3/4/2019 19:00,110.66,93.39,1.16,409.39,49.88,42.68
3/4/2019 20:00,110.69,94.3,1.36,413.1,50.02,42.64
3/4/2019 21:00,110.71,94.74,1.48,419.09,50.09,42.61
3/4/2019 22:00,110.72,94.39,1.38,421.11,50.03,42.63
3/4/2019 23:00,110.66,94.43,1.42,412,50.07,42.64
3/5/2019 0:00,110.61,94.46,1.45,422.33,50.06,42.61
3/5/2019 1:00,110.67,94.15,1.36,418.27,50.01,42.62
3/5/2019 2:00,111.01,94.27,1.35,412.49,50,42.64
3/5/2019 3:00,111.19,94.38,1.35,411.3,49.99,42.63
3/5/2019 4:00,110.84,93.88,1.31,400.11,50.02,42.69
3/5/2019 5:00,110.85,93.99,1.34,398.81,50.02,42.67
3/5/2019 6:00,110.54,94.05,1.4,415.81,50.04,42.63
3/5/2019 7:00,110.35,94.11,1.45,429.75,50.06,42.61
3/5/2019 8:00,110.54,93.74,1.33,416.44,50.03,42.67
3/5/2019 9:00,110.63,93.78,1.35,416.27,50.04,42.67
3/5/2019 10:00,110.55,94.46,1.49,412.88,50.04,42.54
3/5/2019 11:00,110.56,94.54,1.46,425.73,49.95,42.48
3/5/2019 12:00,110.64,94.25,1.37,418.07,49.91,42.54
3/5/2019 13:00,111.12,94.38,1.31,413.09,49.87,42.55
3/5/2019 14:00,111.17,93.74,1.15,418.16,49.78,42.62
3/5/2019 15:00,110.93,93.56,1.14,421.89,49.78,42.63
3/5/2019 16:00,110.79,94.25,1.13,418.8,49.78,42.63
3/5/2019 17:00,110.82,95.41,1.2,422.8,49.82,42.62
3/5/2019 18:00,110.89,95.29,1.16,416.58,49.82,42.65
3/5/2019 19:00,110.86,95.9,1.3,410.66,49.97,42.66
3/5/2019 20:00,110.83,96.43,1.44,426.02,50.09,42.66
3/5/2019 21:00,110.73,96.27,1.44,413.46,50.11,42.66
3/5/2019 22:00,110.72,96.29,1.44,420.49,50.09,42.65
3/5/2019 23:00,110.81,96.34,1.44,415.31,50.11,42.66
3/6/2019 0:00,110.8,96.48,1.47,423.6,50.14,42.64
3/6/2019 1:00,110.91,95.67,1.29,425.27,50,42.69
3/6/2019 2:00,110.88,95.7,1.32,409.11,50,42.68
3/6/2019 3:00,110.81,95.85,1.42,411.8,50.05,42.62
3/6/2019 4:00,110.84,95.94,1.48,421.13,50.09,42.57
3/6/2019 5:00,110.91,95.47,1.42,424.01,50.05,42.64
3/6/2019 6:00,110.85,95.04,1.35,426.64,50.03,42.67
3/6/2019 7:00,110.78,94.78,1.3,421.76,50,42.69
3/6/2019 8:00,110.8,94.59,1.25,418,49.96,42.7
3/6/2019 9:00,110.92,94.58,1.22,423.23,49.93,42.7
3/6/2019 10:00,111.08,94.48,1.17,427,49.88,42.69
3/6/2019 11:00,111.22,94.29,1.1,423.16,49.81,42.69
3/6/2019 12:00,110.88,94.76,1.26,408.58,49.85,42.61
3/6/2019 13:00,110.58,94.88,1.3,420.26,49.86,42.57
3/6/2019 14:00,110.82,95.34,1.33,418.7,49.92,42.59
3/6/2019 15:00,110.89,95.33,1.31,427.05,49.93,42.62
3/6/2019 16:00,110.84,94.63,1.19,414.6,49.88,42.68
3/6/2019 17:00,110.78,94.64,1.2,417.95,49.86,42.66
3/6/2019 18:00,110.79,95.47,1.38,412.04,50,42.63
3/6/2019 19:00,110.82,95.7,1.44,412.53,50.05,42.63
3/6/2019 20:00,110.91,95.88,1.46,420.82,50.08,42.63
3/6/2019 21:00,110.98,95.93,1.46,430.94,50.09,42.65
3/6/2019 22:00,111.19,95.4,1.32,410.19,50,42.68
3/6/2019 23:00,111.16,95.69,1.39,415.39,50.02,42.64
3/7/2019 0:00,110.78,95.64,1.46,414.38,50.05,42.6
3/7/2019 1:00,110.7,95.37,1.42,421.74,50.02,42.61
3/7/2019 2:00,110.76,95.19,1.35,417.14,50.01,42.66
3/7/2019 3:00,110.76,95.18,1.35,413.97,50.03,42.67
3/7/2019 4:00,110.77,95.09,1.35,415.76,50.03,42.68
3/7/2019 5:00,110.92,95.16,1.35,414.48,50.05,42.69
3/7/2019 6:00,110.99,95.33,1.38,423.02,49.79,42.46
3/7/2019 7:00,111.08,94.83,1.27,411.57,49.96,42.68
3/7/2019 8:00,110.88,95.17,1.42,421.61,50.05,42.64
3/7/2019 9:00,110.34,93.88,1.39,421.41,49.74,42.41
3/7/2019 10:00,109.81,93.77,1.47,418.65,49.53,42.13
3/7/2019 11:00,110.24,94.19,1.46,423.1,49.88,42.4
3/7/2019 12:00,110.47,94.07,1.37,414.72,49.8,42.44
3/7/2019 13:00,110.27,93.83,1.32,424.42,49.79,42.47
3/7/2019 14:00,110.63,92.92,1.1,418.9,49.69,42.57
3/7/2019 15:00,110.43,92.81,1.08,420.37,49.7,42.6
3/7/2019 16:00,110.18,95.99,1.11,421.59,49.76,42.62
3/7/2019 17:00,110.3,96.84,0.97,429.61,49.71,42.7
3/7/2019 18:00,110.31,96.36,0.91,417.07,49.7,42.75
3/7/2019 19:00,110.11,94.99,1.07,407.61,49.82,42.73
3/7/2019 20:00,110.13,95.51,1.37,414.17,50.01,42.64
3/7/2019 21:00,110.15,94.97,1.41,416.11,50.03,42.61
3/7/2019 22:00,110.12,94.55,1.41,427.49,50.02,42.6
3/7/2019 23:00,110.13,94.2,1.4,424.77,50.02,42.6
3/8/2019 0:00,110.12,93.42,1.25,418.42,49.93,42.65
3/8/2019 1:00,110.09,92.79,1.22,407.59,49.92,42.66
3/8/2019 2:00,110.11,92.51,1.25,409.96,49.92,42.63
3/8/2019 3:00,110.02,92.28,1.27,424.6,49.92,42.62
3/8/2019 4:00,109.99,92.07,1.28,421.24,49.94,42.63
3/8/2019 5:00,109.98,92.57,1.42,420.22,50.02,42.57
3/8/2019 6:00,110.05,91.94,1.3,411.75,49.95,42.61
3/8/2019 7:00,110,92.26,1.38,413.77,49.99,42.59
3/8/2019 8:00,110.09,92.76,1.48,430.4,50.03,42.53
3/8/2019 9:00,110.41,92.58,1.38,416.6,49.94,42.54
3/8/2019 10:00,110.7,92.8,1.37,412.82,49.91,42.52
3/8/2019 11:00,110.59,92.44,1.28,416.47,49.81,42.52
3/8/2019 12:00,110.26,92.26,1.25,415.48,49.72,42.48
3/8/2019 13:00,110.16,92.6,1.29,426.29,49.75,42.46
3/8/2019 14:00,110.19,92.72,1.26,424.84,49.77,42.5
3/8/2019 15:00,111.05,93.15,1.15,423.37,49.72,42.54
3/8/2019 16:00,110.8,95.44,0.92,421.52,49.62,42.67
3/8/2019 17:00,110.21,96.56,0.86,418.46,49.68,42.78
3/8/2019 18:00,110.2,97.02,0.93,414.3,49.77,42.8
3/8/2019 19:00,110.53,96.36,1.13,412.44,49.92,42.77
3/8/2019 20:00,110.83,95.23,1.28,411.73,50.01,42.73
3/8/2019 21:00,110.88,94.86,1.38,418.11,50.03,42.66
3/8/2019 22:00,110.81,94.03,1.27,419.39,49.93,42.66
3/8/2019 23:00,110.6,93.71,1.27,415.95,49.94,42.67
3/9/2019 0:00,110.3,93.2,1.27,416.08,49.97,42.68
3/9/2019 1:00,110.44,92.89,1.27,418.43,49.97,42.69
3/9/2019 2:00,110.37,92.42,1.27,417.49,49.97,42.68
3/9/2019 3:00,110.36,91.96,1.27,418.66,49.97,42.68
3/9/2019 4:00,110.4,91.85,1.31,411.67,49.98,42.66
3/9/2019 5:00,110.37,91.9,1.34,416.54,49.98,42.64
3/9/2019 6:00,110.39,91.86,1.34,417.74,50,42.65
3/9/2019 7:00,110.35,92.53,1.35,411.01,50.01,42.65
3/9/2019 8:00,110.33,92.6,1.38,425.43,50.02,42.64
3/9/2019 9:00,110.4,92.66,1.39,428.4,49.99,42.61
3/9/2019 10:00,110.67,93.49,1.38,417.93,49.94,42.57
3/9/2019 11:00,110.74,94.49,1.32,426.89,49.91,42.58
3/9/2019 12:00,110.72,94.91,1.17,422.61,49.82,42.65
3/9/2019 13:00,110.67,94.86,1.06,413.83,49.75,42.68
3/9/2019 14:00,110.71,95.26,0.98,419.45,49.74,42.73
3/9/2019 15:00,110.6,95.04,0.92,415.15,49.71,42.76
3/9/2019 16:00,110.41,93.85,0.92,418.87,49.71,42.76
3/9/2019 17:00,110.34,94.49,1.05,416.25,49.78,42.72
3/9/2019 18:00,110.4,94.78,1.08,418.36,49.81,42.71
3/9/2019 19:00,110.39,95.3,1.23,414.09,49.92,42.69
3/9/2019 20:00,110.34,94.77,1.29,425.18,49.97,42.67
3/9/2019 21:00,110.41,93.96,1.29,415.32,49.98,42.68
3/9/2019 22:00,110.41,93.35,1.31,412.53,49.99,42.67
3/9/2019 23:00,110.43,93.03,1.39,413.22,50.03,42.64
3/10/2019 0:00,110.39,92.88,1.45,413.59,50.03,42.59
3/10/2019 1:00,110.42,92.73,1.46,421.41,50.04,42.57
3/10/2019 2:00,110.37,92.79,1.5,418.24,50.08,42.53
